"LEGACY_NODE_ID","LEGACY_LEVEL","LEGACY_PARENT_ID","LEGACY_PATH","LEGACY_NAME","LEGACY_SLUG","CURRENT_STATUS","TARGET_L1","TARGET_L2","TARGET_L3","TARGET_L4","TARGET_STATE","RECONCILIATION_ACTION","CONFIDENCE","OWNER_DECISION_REQUIRED","POLICY_FLAG","ALIAS_REQUIRED","SUCCESSOR_COUNT","NOTES"
"bot","3","bot-cizme","Ayakkabı > Bot & Çizme > Bot","Bot","bot","active","Ayakkabı","Bot & Çizmeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"cizme","3","bot-cizme","Ayakkabı > Bot & Çizme > Çizme","Çizme","cizme","active","Ayakkabı","Bot & Çizmeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kar-yagmur-botu","3","bot-cizme","Ayakkabı > Bot & Çizme > Kar & Yağmur Botu","Kar & Yağmur Botu","kar-yagmur-botu","active","Ayakkabı","Bot & Çizmeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"trekking-ayakkabisi-botu","3","bot-cizme","Ayakkabı > Bot & Çizme > Trekking Ayakkabısı & Botu","Trekking Ayakkabısı & Botu","trekking-ayakkabisi-botu","active","Ayakkabı","Bot & Çizmeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sandalet-terlik-uzmanlik-ayakkabisi","2","ayakkabi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı","Sandalet, Terlik & Uzmanlık Ayakkabısı","sandalet-terlik-uzmanlik-ayakkabisi","active","Ayakkabı","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","4","Provisional L2 candidates: Sandalet & Terlikler | Çocuk & Bebek Ayakkabıları | İş & Güvenlik Ayakkabıları | Ayakkabı Bakım & Aksesuarları"
"sandalet","3","sandalet-terlik-uzmanlik-ayakkabisi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Sandalet","Sandalet","sandalet","active","Ayakkabı","Sandalet & Terlikler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"terlik","3","sandalet-terlik-uzmanlik-ayakkabisi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Terlik","Terlik","terlik","active","Ayakkabı","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Sandalet & Terlikler | Çocuk & Bebek Ayakkabıları | İş & Güvenlik Ayakkabıları | Ayakkabı Bakım & Aksesuarları"
"deniz-ayakkabisi","3","sandalet-terlik-uzmanlik-ayakkabisi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Deniz Ayakkabısı","Deniz Ayakkabısı","deniz-ayakkabisi","active","Ayakkabı","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Sandalet & Terlikler | Çocuk & Bebek Ayakkabıları | İş & Güvenlik Ayakkabıları | Ayakkabı Bakım & Aksesuarları"
"is-guvenligi-ayakkabisi","3","sandalet-terlik-uzmanlik-ayakkabisi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > İş Güvenliği Ayakkabısı","İş Güvenliği Ayakkabısı","is-guvenligi-ayakkabisi","active","Ayakkabı","İş & Güvenlik Ayakkabıları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"medikal-konfor-ayakkabisi","3","sandalet-terlik-uzmanlik-ayakkabisi","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Medikal & Konfor Ayakkabısı","Medikal & Konfor Ayakkabısı","medikal-konfor-ayakkabisi","active","Ayakkabı","Ayakkabı Bakım & Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"canta-giyim-aksesuari","1","","Çanta & Giyim Aksesuarı","Çanta & Giyim Aksesuarı","canta-giyim-aksesuari","active","Çanta & Aksesuar","","","","CANONICAL_FINAL","RENAME","HIGH","NO","","YES","1",""
"gunluk-cantalar","2","canta-giyim-aksesuari","Çanta & Giyim Aksesuarı > Günlük Çantalar","Günlük Çantalar","gunluk-cantalar","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: El, Omuz & Bel Çantaları | Sırt Çantaları"
"el-cantasi","3","gunluk-cantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar > El Çantası","El Çantası","el-cantasi","active","Çanta & Aksesuar","El, Omuz & Bel Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"omuz-capraz-canta","3","gunluk-cantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar > Omuz & Çapraz Çanta","Omuz & Çapraz Çanta","omuz-capraz-canta","active","Çanta & Aksesuar","El, Omuz & Bel Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sirt-cantasi","3","gunluk-cantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar > Sırt Çantası","Sırt Çantası","sirt-cantasi","active","Çanta & Aksesuar","Sırt Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bel-cantasi","3","gunluk-cantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar > Bel Çantası","Bel Çantası","bel-cantasi","active","Çanta & Aksesuar","El, Omuz & Bel Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"alisveris-bez-canta","3","gunluk-cantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar > Alışveriş & Bez Çanta","Alışveriş & Bez Çanta","alisveris-bez-canta","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: El, Omuz & Bel Çantaları | Sırt Çantaları"
"is-okul-cihaz-cantalari","2","canta-giyim-aksesuari","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları","İş, Okul & Cihaz Çantaları","is-okul-cihaz-cantalari","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Sırt Çantaları | Evrak, Laptop & Ekipman Çantaları"
"laptop-cantasi","3","is-okul-cihaz-cantalari","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Laptop Çantası","Laptop Çantası","laptop-cantasi","active","Çanta & Aksesuar","Evrak, Laptop & Ekipman Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"evrak-cantasi","3","is-okul-cihaz-cantalari","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Evrak Çantası","Evrak Çantası","evrak-cantasi","active","Çanta & Aksesuar","Evrak, Laptop & Ekipman Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"okul-cantasi","3","is-okul-cihaz-cantalari","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Okul Çantası","Okul Çantası","okul-cantasi","active","Çanta & Aksesuar","Evrak, Laptop & Ekipman Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"fotograf-makinesi-cantasi","3","is-okul-cihaz-cantalari","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Fotoğraf Makinesi Çantası","Fotoğraf Makinesi Çantası","fotograf-makinesi-cantasi","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Sırt Çantaları | Evrak, Laptop & Ekipman Çantaları"
"seyahat-cantalari","2","canta-giyim-aksesuari","Çanta & Giyim Aksesuarı > Seyahat Çantaları","Seyahat Çantaları","seyahat-cantalari","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Valiz & Seyahat Çantaları | Seyahat Aksesuarları"
"valiz","3","seyahat-cantalari","Çanta & Giyim Aksesuarı > Seyahat Çantaları > Valiz","Valiz","valiz","active","Çanta & Aksesuar","Valiz & Seyahat Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"seyahat-cantasi","3","seyahat-cantalari","Çanta & Giyim Aksesuarı > Seyahat Çantaları > Seyahat Çantası","Seyahat Çantası","seyahat-cantasi","active","Çanta & Aksesuar","Valiz & Seyahat Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kabin-el-bagaji","3","seyahat-cantalari","Çanta & Giyim Aksesuarı > Seyahat Çantaları > Kabin & El Bagajı","Kabin & El Bagajı","kabin-el-bagaji","active","Çanta & Aksesuar","Valiz & Seyahat Çantaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"makyaj-bakim-cantasi","3","seyahat-cantalari","Çanta & Giyim Aksesuarı > Seyahat Çantaları > Makyaj & Bakım Çantası","Makyaj & Bakım Çantası","makyaj-bakim-cantasi","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Valiz & Seyahat Çantaları | Seyahat Aksesuarları"
"kucuk-deri-giyim-tamamlayicilari","2","canta-giyim-aksesuari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları","Küçük Deri Ürünleri & Giyim Tamamlayıcıları","kucuk-deri-giyim-tamamlayicilari","active","Çanta & Aksesuar","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","6","Provisional L2 candidates: Cüzdan, Kartlık & Anahtarlık | Kemer, Pantolon Askısı & Kravat | Şapka, Bere & Saç Aksesuarları | Atkı, Şal & Eldiven | Şemsiyeler | Seyahat Aksesuarları"
"cuzdan-kartlik","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Cüzdan & Kartlık","Cüzdan & Kartlık","cuzdan-kartlik","active","Çanta & Aksesuar","Cüzdan, Kartlık & Anahtarlık","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kemer","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Kemer","Kemer","kemer","active","Çanta & Aksesuar","Kemer, Pantolon Askısı & Kravat","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sapka-bere","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Şapka & Bere","Şapka & Bere","sapka-bere","active","Çanta & Aksesuar","Şapka, Bere & Saç Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"atki-sal-fular","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Atkı, Şal & Fular","Atkı, Şal & Fular","atki-sal-fular","active","Çanta & Aksesuar","Atkı, Şal & Eldiven","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"eldiven","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Eldiven","Eldiven","eldiven","active","Çanta & Aksesuar","Atkı, Şal & Eldiven","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kravat-papyon","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Kravat & Papyon","Kravat & Papyon","kravat-papyon","active","Çanta & Aksesuar","Kemer, Pantolon Askısı & Kravat","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"semsiye","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Şemsiye","Şemsiye","semsiye","active","Çanta & Aksesuar","Şemsiyeler","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sac-aksesuarlari","3","kucuk-deri-giyim-tamamlayicilari","Çanta & Giyim Aksesuarı > Küçük Deri Ürünleri & Giyim Tamamlayıcıları > Saç Aksesuarları","Saç Aksesuarları","sac-aksesuarlari","active","Çanta & Aksesuar","Şapka, Bere & Saç Aksesuarları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"elektronik","1","","Elektronik","Elektronik","elektronik","active","Elektronik","","","","CANONICAL_FINAL","KEEP","HIGH","NO","","NO","1",""
"telefon-giyilebilir-teknoloji","2","elektronik","Elektronik > Telefon & Giyilebilir Teknoloji","Telefon & Giyilebilir Teknoloji","telefon-giyilebilir-teknoloji","active","Elektronik","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","2","Canonical L2 successors: Telefon & Aksesuarları | Giyilebilir Teknoloji"
"akilli-telefon","3","telefon-giyilebilir-teknoloji","Elektronik > Telefon & Giyilebilir Teknoloji > Akıllı Telefon","Akıllı Telefon","akilli-telefon","active","Elektronik","Telefon & Aksesuarları","Cep Telefonları","Akıllı Telefonlar","CANONICAL_FINAL","RENAME_AND_MOVE","HIGH","NO","","YES","1",""
"tuslu-cep-telefonu","3","telefon-giyilebilir-teknoloji","Elektronik > Telefon & Giyilebilir Teknoloji > Tuşlu Cep Telefonu","Tuşlu Cep Telefonu","tuslu-cep-telefonu","active","Elektronik","Telefon & Aksesuarları","Cep Telefonları","Tuşlu Telefonlar","CANONICAL_FINAL","RENAME_AND_MOVE","HIGH","NO","","YES","1",""
"akilli-saat","3","telefon-giyilebilir-teknoloji","Elektronik > Telefon & Giyilebilir Teknoloji > Akıllı Saat","Akıllı Saat","akilli-saat","active","Elektronik","Giyilebilir Teknoloji","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"akilli-bileklik","3","telefon-giyilebilir-teknoloji","Elektronik > Telefon & Giyilebilir Teknoloji > Akıllı Bileklik","Akıllı Bileklik","akilli-bileklik","active","Elektronik","Giyilebilir Teknoloji","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"gps-takip-cihazi","3","telefon-giyilebilir-teknoloji","Elektronik > Telefon & Giyilebilir Teknoloji > GPS Takip Cihazı","GPS Takip Cihazı","gps-takip-cihazi","active","Elektronik","Giyilebilir Teknoloji","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"telefon-aksesuarlari","2","elektronik","Elektronik > Telefon Aksesuarları","Telefon Aksesuarları","telefon-aksesuarlari","active","Elektronik","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","2","Canonical L2 successors: Telefon & Aksesuarları | Güç, Şarj & Bağlantı"
"telefon-koruma-tasima","3","telefon-aksesuarlari","Elektronik > Telefon Aksesuarları > Telefon Koruma & Taşıma","Telefon Koruma & Taşıma","telefon-koruma-tasima","active","Elektronik","Telefon & Aksesuarları","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","2","Canonical L3 successors: Telefon Kılıfları | Ekran Koruyucular"
"cep-telefonu-kilifi","4","telefon-koruma-tasima","Elektronik > Telefon Aksesuarları > Telefon Koruma & Taşıma > Cep Telefonu Kılıfı","Cep Telefonu Kılıfı","cep-telefonu-kilifi","active","Elektronik","Telefon & Aksesuarları","Telefon Kılıfları","","CANONICAL_FINAL","RENAME_AND_MOVE","HIGH","NO","","YES","1",""
"telefon-ekran-koruyucu","4","telefon-koruma-tasima","Elektronik > Telefon Aksesuarları > Telefon Koruma & Taşıma > Ekran Koruyucu","Ekran Koruyucu","telefon-ekran-koruyucu","active","Elektronik","Telefon & Aksesuarları","Ekran Koruyucular","","CANONICAL_FINAL","RENAME_AND_MOVE","HIGH","NO","","YES","1",""
"telefon-sarj-guc","3","telefon-aksesuarlari","Elektronik > Telefon Aksesuarları > Telefon Şarj & Güç","Telefon Şarj & Güç","telefon-sarj-guc","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"telefon-sarj-cihazi","4","telefon-sarj-guc","Elektronik > Telefon Aksesuarları > Telefon Şarj & Güç > Telefon Şarj Cihazı","Telefon Şarj Cihazı","telefon-sarj-cihazi","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"telefon-sarj-kablosu","4","telefon-sarj-guc","Elektronik > Telefon Aksesuarları > Telefon Şarj & Güç > Telefon Şarj Kablosu","Telefon Şarj Kablosu","telefon-sarj-kablosu","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"powerbank","4","telefon-sarj-guc","Elektronik > Telefon Aksesuarları > Telefon Şarj & Güç > Powerbank","Powerbank","powerbank","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"kablosuz-sarj-cihazi","4","telefon-sarj-guc","Elektronik > Telefon Aksesuarları > Telefon Şarj & Güç > Kablosuz Şarj Cihazı","Kablosuz Şarj Cihazı","kablosuz-sarj-cihazi","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
