"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Takım Çantası & Atölye Düzenleme","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Matkap & Vidalama","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Taşlama & Polisaj","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Elektrikli Testereler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Zımpara Makineleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Freze & Planya","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Kompresör & Pnömatik Aletler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Matkap Uçları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Vidalama Uçları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Testere Bıçakları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Taşlama & Kesme Diskleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Zımpara Sarfları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Alete Özgü Batarya & Şarj Cihazı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Vida, Çivi & Dübel","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Somun, Cıvata & Rondela","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Halat, Zincir & Kanca","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Köşebent, Plaka & Montaj Elemanları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Zımba & Perçin","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Boyut & Açı Ölçümü","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Lazer Ölçüm & Terazi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Elektrik Test Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","İşaretleme Gereçleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","Duvar Boyası","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","Ahşap & Metal Boyası","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Astar & Koruyucu Kaplama","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Fırça, Rulo & Boya Aparatı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Zımpara & Yüzey Hazırlama","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Maskeleme & Yüzey Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Genel Amaçlı Yapıştırıcı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Yapı Yapıştırıcısı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Silikon & Mastik","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Derz & Dolgu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Su Yalıtım Kimyasalları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Teknik Sprey & Solvent","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Çimento, Harç & Sıva","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Tuğla & Blok","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Levha & Panel","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Seramik & Zemin Kaplama","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Isı & Ses Yalıtımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Çatı & Su Yalıtım Malzemeleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Musluk, Batarya & Duş Sistemleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Vitrifiye & Sıhhi Ürünler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Boru & Hortum","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Fittings & Bağlantı Parçaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Vana & Kontrol Elemanları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Su Tesisatı & Armatürler","Sifon & Gider Parçaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","Anahtar, Priz & Fiş","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","Kablo & İletken","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","Sigorta & Elektrik Panosu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","Buat, Kablo Kanalı & Borusu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Elektrik Tesisatı Malzemeleri","Sabit Aydınlatma Tesisat Parçaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
