"LEGACY_SLUG","LEGACY_NAME","LEGACY_PATH","CANONICAL_PLANNING_KEY","CANONICAL_PATH","ALIAS_TYPE","REDIRECT_BEHAVIOR","SEARCH_SYNONYM_DISTINCTION","SPLIT_AMBIGUITY","MANUAL_REVIEW_REQUIRED","SOURCE_ACTION","NOTES"
"elbise","Elbise","Moda & Giyim > Dış Giyim & Tek Parça > Elbise","CANONICAL-000105","Giyim & Moda > Elbise & Tulum > Elbiseler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"tulum-giyim","Tulum","Moda & Giyim > Dış Giyim & Tek Parça > Tulum","CANONICAL-000106","Giyim & Moda > Elbise & Tulum > Tulumlar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"takim-elbise","Takım Elbise","Moda & Giyim > Dış Giyim & Tek Parça > Takım Elbise","CANONICAL-000109","Giyim & Moda > Takım & Kombinler > Takım Elbise","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"ic-giyim-ev-giyimi-fonksiyonel","İç Giyim, Ev Giyimi & Fonksiyonel Giyim","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim","CANONICAL-000118 || CANONICAL-000124 || CANONICAL-000128 || CANONICAL-000134 || CANONICAL-000139","Giyim & Moda > İç Giyim || Giyim & Moda > Ev & Uyku Giyimi || Giyim & Moda > Spor & Performans Giyimi || Giyim & Moda > Mayo & Plaj Giyimi || Giyim & Moda > İş Giyimi & Üniforma","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"ic-camasiri","İç Çamaşırı","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > İç Çamaşırı","CANONICAL-000119 || CANONICAL-000120 || CANONICAL-000121 || CANONICAL-000122","Giyim & Moda > İç Giyim > Külot & Boxer || Giyim & Moda > İç Giyim > Sütyen & Bralet || Giyim & Moda > İç Giyim > Korse || Giyim & Moda > İç Giyim > İçlik & Termal İç Giyim","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"sutyen-korse","Sütyen & Korse","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > Sütyen & Korse","CANONICAL-000120 || CANONICAL-000121","Giyim & Moda > İç Giyim > Sütyen & Bralet || Giyim & Moda > İç Giyim > Korse","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"pijama-gecelik","Pijama & Gecelik","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > Pijama & Gecelik","CANONICAL-000125 || CANONICAL-000126","Giyim & Moda > Ev & Uyku Giyimi > Pijama || Giyim & Moda > Ev & Uyku Giyimi > Gecelik & Sabahlık","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"corap-kulotlu-corap","Çorap & Külotlu Çorap","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > Çorap & Külotlu Çorap","CANONICAL-000123","Giyim & Moda > İç Giyim > Çorap & Külotlu Çorap","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"is-kiyafeti-uniforma","İş Kıyafeti & Üniforma","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > İş Kıyafeti & Üniforma","CANONICAL-000140","Giyim & Moda > İş Giyimi & Üniforma > Kurumsal Üniforma","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"mayo-plaj-giyimi","Mayo & Plaj Giyimi","Moda & Giyim > İç Giyim, Ev Giyimi & Fonksiyonel Giyim > Mayo & Plaj Giyimi","CANONICAL-000135","Giyim & Moda > Mayo & Plaj Giyimi > Mayo","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"ayakkabi","Ayakkabı","Ayakkabı","CANONICAL-000143","Ayakkabı","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP",""
"gunluk-klasik-ayakkabi","Günlük & Klasik Ayakkabı","Ayakkabı > Günlük & Klasik Ayakkabı","CANONICAL-000144 || CANONICAL-000161","Ayakkabı > Günlük Ayakkabılar || Ayakkabı > Klasik Ayakkabılar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"gunluk-bagcikli-ayakkabi","Günlük Bağcıklı Ayakkabı","Ayakkabı > Günlük & Klasik Ayakkabı > Günlük Bağcıklı Ayakkabı","CANONICAL-000146","Ayakkabı > Günlük Ayakkabılar > Günlük Bağcıklı Ayakkabılar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"mokasen-loafer","Mokasen & Loafer","Ayakkabı > Günlük & Klasik Ayakkabı > Mokasen & Loafer","CANONICAL-000147","Ayakkabı > Günlük Ayakkabılar > Loafer & Mokasen","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"babet-duz-ayakkabi","Babet & Düz Ayakkabı","Ayakkabı > Günlük & Klasik Ayakkabı > Babet & Düz Ayakkabı","CANONICAL-000148","Ayakkabı > Günlük Ayakkabılar > Babet & Düz Ayakkabılar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"klasik-ayakkabi","Klasik Ayakkabı","Ayakkabı > Günlük & Klasik Ayakkabı > Klasik Ayakkabı","CANONICAL-000162 || CANONICAL-000163 || CANONICAL-000164 || CANONICAL-000165","Ayakkabı > Klasik Ayakkabılar > Oxford & Derby Ayakkabılar || Ayakkabı > Klasik Ayakkabılar > Klasik Loafer || Ayakkabı > Klasik Ayakkabılar > Topuklu Ayakkabılar || Ayakkabı > Klasik Ayakkabılar > Davet & Abiye Ayakkabılar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"topuklu-ayakkabi","Topuklu Ayakkabı","Ayakkabı > Günlük & Klasik Ayakkabı > Topuklu Ayakkabı","CANONICAL-000164","Ayakkabı > Klasik Ayakkabılar > Topuklu Ayakkabılar","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"spor-ayakkabi","Spor Ayakkabı","Ayakkabı > Spor Ayakkabı","CANONICAL-000150","Ayakkabı > Spor Ayakkabıları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Previous provisional L2 bridge now resolves to the exact Wave 32 candidate L2; target is not owner-final."
"kosu-ayakkabisi","Koşu Ayakkabısı","Ayakkabı > Spor Ayakkabı > Koşu Ayakkabısı","CANONICAL-000152","Ayakkabı > Spor Ayakkabıları > Koşu & Yürüyüş Ayakkabıları > Koşu Ayakkabıları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"yuruyus-ayakkabisi","Yürüyüş Ayakkabısı","Ayakkabı > Spor Ayakkabı > Yürüyüş Ayakkabısı","CANONICAL-000153","Ayakkabı > Spor Ayakkabıları > Koşu & Yürüyüş Ayakkabıları > Yürüyüş Ayakkabıları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"gunluk-sneaker","Günlük Sneaker","Ayakkabı > Spor Ayakkabı > Günlük Sneaker","CANONICAL-000145","Ayakkabı > Günlük Ayakkabılar > Günlük Sneaker","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP","Exact semantic candidate successor."
"salon-antrenman-ayakkabisi","Salon & Antrenman Ayakkabısı","Ayakkabı > Spor Ayakkabı > Salon & Antrenman Ayakkabısı","CANONICAL-000154","Ayakkabı > Spor Ayakkabıları > Antrenman & Salon Ayakkabıları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"futbol-ayakkabisi","Futbol Ayakkabısı","Ayakkabı > Spor Ayakkabı > Futbol Ayakkabısı","CANONICAL-000156","Ayakkabı > Spor Ayakkabıları > Takım Sporu Ayakkabıları > Futbol Kramponları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"bot-cizme","Bot & Çizme","Ayakkabı > Bot & Çizme","CANONICAL-000166","Ayakkabı > Bot & Çizmeler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Previous provisional L2 bridge now resolves to the exact Wave 32 candidate L2; target is not owner-final."
"bot","Bot","Ayakkabı > Bot & Çizme > Bot","CANONICAL-000167","Ayakkabı > Bot & Çizmeler > Günlük Botlar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"cizme","Çizme","Ayakkabı > Bot & Çizme > Çizme","CANONICAL-000168","Ayakkabı > Bot & Çizmeler > Çizmeler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kar-yagmur-botu","Kar & Yağmur Botu","Ayakkabı > Bot & Çizme > Kar & Yağmur Botu","CANONICAL-000169 || CANONICAL-000170","Ayakkabı > Bot & Çizmeler > Yağmur Botları || Ayakkabı > Bot & Çizmeler > Kar & Kış Botları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"trekking-ayakkabisi-botu","Trekking Ayakkabısı & Botu","Ayakkabı > Bot & Çizme > Trekking Ayakkabısı & Botu","CANONICAL-000160","Ayakkabı > Spor Ayakkabıları > Outdoor & Trekking Ayakkabıları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Footwear remains in product taxonomy; outdoor use is a facet."
"sandalet-terlik-uzmanlik-ayakkabisi","Sandalet, Terlik & Uzmanlık Ayakkabısı","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı","CANONICAL-000171 || CANONICAL-000184","Ayakkabı > Sandalet & Terlikler || Ayakkabı > İş & Profesyonel Ayakkabılar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"sandalet","Sandalet","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Sandalet","CANONICAL-000172","Ayakkabı > Sandalet & Terlikler > Sandaletler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"terlik","Terlik","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Terlik","CANONICAL-000183","Ayakkabı > Çocuk & Bebek Ayakkabıları > Çocuk Sandalet & Terlikleri","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"deniz-ayakkabisi","Deniz Ayakkabısı","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Deniz Ayakkabısı","CANONICAL-000176","Ayakkabı > Sandalet & Terlikler > Deniz Ayakkabıları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"is-guvenligi-ayakkabisi","İş Güvenliği Ayakkabısı","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > İş Güvenliği Ayakkabısı","CANONICAL-000634","Yapı, Hırdavat & Tesisat > İş Güvenliği & Koruyucu Donanım > İş Güvenliği Ayakkabıları","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MOVE","Safety footwear moves to regulated/protective equipment boundary."
"medikal-konfor-ayakkabisi","Medikal & Konfor Ayakkabısı","Ayakkabı > Sandalet, Terlik & Uzmanlık Ayakkabısı > Medikal & Konfor Ayakkabısı","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Medical/comfort footwear needs an owner/policy boundary and has no complete candidate successor."
"canta-giyim-aksesuari","Çanta & Giyim Aksesuarı","Çanta & Giyim Aksesuarı","CANONICAL-000195","Çanta & Aksesuar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME",""
"gunluk-cantalar","Günlük Çantalar","Çanta & Giyim Aksesuarı > Günlük Çantalar","CANONICAL-000196 || CANONICAL-000202","Çanta & Aksesuar > El, Omuz & Bel Çantaları || Çanta & Aksesuar > Sırt Çantaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"el-cantasi","El Çantası","Çanta & Giyim Aksesuarı > Günlük Çantalar > El Çantası","CANONICAL-000197","Çanta & Aksesuar > El, Omuz & Bel Çantaları > El Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"omuz-capraz-canta","Omuz & Çapraz Çanta","Çanta & Giyim Aksesuarı > Günlük Çantalar > Omuz & Çapraz Çanta","CANONICAL-000199 || CANONICAL-000198","Çanta & Aksesuar > El, Omuz & Bel Çantaları > Çapraz Çantalar || Çanta & Aksesuar > El, Omuz & Bel Çantaları > Omuz Çantaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"sirt-cantasi","Sırt Çantası","Çanta & Giyim Aksesuarı > Günlük Çantalar > Sırt Çantası","CANONICAL-000203","Çanta & Aksesuar > Sırt Çantaları > Günlük Sırt Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"bel-cantasi","Bel Çantası","Çanta & Giyim Aksesuarı > Günlük Çantalar > Bel Çantası","CANONICAL-000200","Çanta & Aksesuar > El, Omuz & Bel Çantaları > Bel Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"alisveris-bez-canta","Alışveriş & Bez Çanta","Çanta & Giyim Aksesuarı > Günlük Çantalar > Alışveriş & Bez Çanta","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Reusable shopping/tote bags are a candidate-tree gap; material is a facet, not a successor identity."
"is-okul-cihaz-cantalari","İş, Okul & Cihaz Çantaları","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları","CANONICAL-000202 || CANONICAL-000206","Çanta & Aksesuar > Sırt Çantaları || Çanta & Aksesuar > Evrak, Laptop & Ekipman Çantaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"laptop-cantasi","Laptop Çantası","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Laptop Çantası","CANONICAL-000208","Çanta & Aksesuar > Evrak, Laptop & Ekipman Çantaları > Laptop Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"evrak-cantasi","Evrak Çantası","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Evrak Çantası","CANONICAL-000207","Çanta & Aksesuar > Evrak, Laptop & Ekipman Çantaları > Evrak & İş Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"okul-cantasi","Okul Çantası","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Okul Çantası","CANONICAL-000204","Çanta & Aksesuar > Sırt Çantaları > Okul Sırt Çantaları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Explicit product-type successor."
"fotograf-makinesi-cantasi","Fotoğraf Makinesi Çantası","Çanta & Giyim Aksesuarı > İş, Okul & Cihaz Çantaları > Fotoğraf Makinesi Çantası","CANONICAL-000210","Çanta & Aksesuar > Evrak, Laptop & Ekipman Çantaları > Kamera Çantaları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"seyahat-cantalari","Seyahat Çantaları","Çanta & Giyim Aksesuarı > Seyahat Çantaları","CANONICAL-000214 || CANONICAL-000245","Çanta & Aksesuar > Valiz & Seyahat Çantaları || Çanta & Aksesuar > Seyahat Aksesuarları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
